"age","workclass","education_num","marital_status","occupation","race","sex","hour_per_week","income"
45,"SelfEmployed",13,"Divorced","Professional","White","Male",35,"<=50K"
42,"Private",13,"Married","Service","Asian-Pac-Islander","Male",72,">50K"
32,"Private",13,"Single","Sales","White","Female",40,"<=50K"
90,"SelfEmployed",10,"Married","ManualLabour","White","Male",40,"<=50K"
44,"Government",13,"Married","Service","White","Male",44,">50K"
34,"SelfEmployed",9,"Married","Professional","White","Male",40,">50K"
35,"Private",8,"Separated","Service","White","Female",30,"<=50K"
39,"SelfEmployed",10,"Single","ManualLabour","White","Male",25,"<=50K"
29,"Private",13,"Single","Professional","Black","Male",40,"<=50K"
24,"Private",9,"Single","Service","White","Female",32,"<=50K"
49,"Private",10,"Married","Service","White","Male",17,"<=50K"
54,"Private",13,"Married","OfficeLabour","Asian-Pac-Islander","Male",60,">50K"
31,"Private",5,"Divorced","ManualLabour","White","Male",40,"<=50K"
44,"Private",10,"Divorced","OfficeLabour","White","Female",50,"<=50K"
27,"SelfEmployed",9,"Married","Sales","White","Male",40,"<=50K"
24,"Private",9,"Single","ManualLabour","White","Male",40,"<=50K"
30,"Private",9,"Married","ManualLabour","White","Male",60,"<=50K"
27,"Private",10,"Divorced","OfficeLabour","White","Female",40,"<=50K"
34,"Government",13,"Married","OfficeLabour","White","Male",20,"<=50K"
25,"Government",10,"Married","OfficeLabour","White","Female",19,"<=50K"
39,"Private",9,"Divorced","OfficeLabour","White","Female",40,"<=50K"
28,"Private",10,"Married","Service","White","Male",40,">50K"
51,"SelfEmployed",9,"Married","ManualLabour","White","Male",70,"<=50K"
33,"Private",10,"Single","Sales","Asian-Pac-Islander","Male",26,"<=50K"
27,"Private",11,"Single","ManualLabour","White","Female",38,"<=50K"
29,"Private",9,"Single","OfficeLabour","White","Male",40,"<=50K"
33,"Government",6,"Married","ManualLabour","White","Male",40,"<=50K"
37,"Private",9,"Married","Sales","White","Male",50,">50K"
20,"Private",9,"Single","ManualLabour","White","Male",40,"<=50K"
24,"Private",13,"Single","OfficeLabour","White","Female",40,"<=50K"
29,"Private",9,"Single","Service","White","Female",35,"<=50K"
31,"Private",13,"Married","OfficeLabour","White","Male",45,">50K"
41,"Private",10,"Married","ManualLabour","White","Male",40,"<=50K"
42,"SelfEmployed",10,"Married","ManualLabour","White","Male",40,"<=50K"
20,"Private",10,"Single","Sales","White","Female",30,"<=50K"
54,"Private",5,"Separated","ManualLabour","White","Male",40,"<=50K"
55,"Private",13,"Married","ManualLabour","White","Female",55,"<=50K"
21,"Private",9,"Married","ManualLabour","White","Male",32,"<=50K"
52,"Private",11,"Married","OfficeLabour","White","Male",45,">50K"
19,"Private",9,"Single","OfficeLabour","White","Male",40,"<=50K"
33,"Private",11,"Married","ManualLabour","Black","Male",40,"<=50K"
22,"Private",9,"Separated","Service","Black","Female",35,"<=50K"
59,"Private",9,"Single","OfficeLabour","White","Female",38,"<=50K"
31,"Private",8,"Single","Sales","White","Male",32,"<=50K"
74,"SelfEmployed",9,"Married","Sales","White","Male",40,">50K"
45,"Private",6,"Divorced","Service","Black","Female",40,"<=50K"
36,"Private",9,"Single","OfficeLabour","White","Female",40,"<=50K"
35,"SelfEmployed",10,"Divorced","OfficeLabour","White","Male",60,"<=50K"
45,"Private",10,"Divorced","ManualLabour","White","Male",40,"<=50K"
42,"SelfEmployed",9,"Single","ManualLabour","White","Male",85,"<=50K"
50,"Government",14,"Divorced","Professional","White","Female",40,"<=50K"
39,"Private",9,"Divorced","OfficeLabour","White","Female",40,"<=50K"
44,"Private",10,"Separated","OfficeLabour","White","Male",45,"<=50K"
52,"Private",2,"Married","ManualLabour","White","Male",56,">50K"
24,"Private",13,"Single","Professional","White","Male",43,"<=50K"
56,"SelfEmployed",5,"Married","ManualLabour","White","Male",99,"<=50K"
27,"Private",9,"Married","ManualLabour","White","Male",50,">50K"
47,"SelfEmployed",13,"Married","OfficeLabour","White","Male",45,">50K"
40,"SelfEmployed",15,"Married","Professional","Amer-Indian-Eskimo","Male",60,">50K"
38,"Private",9,"Single","Professional","White","Male",40,"<=50K"
27,"Private",11,"Divorced","Sales","White","Female",40,"<=50K"
52,"Private",9,"Divorced","OfficeLabour","White","Female",38,"<=50K"
22,"Private",9,"Divorced","Sales","White","Male",40,"<=50K"
41,"Private",10,"Married","ManualLabour","White","Male",40,"<=50K"
30,"Private",9,"Divorced","OfficeLabour","White","Female",20,"<=50K"
55,"Private",13,"Married","Service","Asian-Pac-Islander","Male",35,"<=50K"
25,"Private",10,"Single","OfficeLabour","White","Male",40,"<=50K"
32,"Private",13,"Married","Professional","White","Male",40,"<=50K"
28,"Private",10,"Separated","Service","White","Female",60,"<=50K"
33,"SelfEmployed",9,"Married","OfficeLabour","White","Male",50,"<=50K"
17,"Private",9,"Single","ManualLabour","Black","Male",40,"<=50K"
27,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
55,"Private",11,"Married","ManualLabour","White","Male",20,"<=50K"
63,"Government",10,"Married","Service","White","Male",18,">50K"
39,"Private",9,"Married","Service","White","Female",40,"<=50K"
51,"Government",16,"Married","Professional","White","Male",52,">50K"
67,"SelfEmployed",4,"Married","ManualLabour","White","Male",40,"<=50K"
27,"Private",9,"Widowed","ManualLabour","White","Female",26,"<=50K"
54,"Private",14,"Married","OfficeLabour","White","Male",45,">50K"
59,"Private",6,"Married","ManualLabour","Black","Male",40,">50K"
18,"Private",9,"Single","OfficeLabour","White","Female",25,"<=50K"
19,"Private",9,"Single","ManualLabour","White","Male",20,"<=50K"
31,"Private",9,"Married","ManualLabour","White","Male",50,"<=50K"
17,"Private",7,"Single","Service","White","Female",7,"<=50K"
42,"Private",9,"Married","Service","Asian-Pac-Islander","Male",40,">50K"
37,"Private",10,"Married","Professional","White","Female",30,"<=50K"
51,"Government",9,"Married","ManualLabour","White","Male",40,"<=50K"
48,"Private",9,"Single","OfficeLabour","White","Female",40,"<=50K"
23,"Private",9,"Single","ManualLabour","White","Male",40,"<=50K"
27,"Private",11,"Married","Sales","White","Male",45,"<=50K"
25,"Private",9,"Single","ManualLabour","White","Male",40,"<=50K"
69,"Private",12,"Divorced","OfficeLabour","White","Female",6,"<=50K"
30,"Private",13,"Single","OfficeLabour","White","Male",44,"<=50K"
33,"Private",9,"Married","ManualLabour","White","Male",35,"<=50K"
28,"Private",9,"Single","ManualLabour","White","Male",48,"<=50K"
45,"Private",3,"Married","ManualLabour","White","Male",40,"<=50K"
25,"Private",10,"Single","OfficeLabour","White","Male",15,"<=50K"
37,"Private",11,"Married","ManualLabour","White","Male",45,">50K"
59,"Private",1,"Single","ManualLabour","White","Male",40,"<=50K"
26,"Private",9,"Single","Service","White","Female",30,"<=50K"
48,"Private",10,"Separated","Service","White","Female",25,"<=50K"
64,"Government",9,"Married","OfficeLabour","White","Male",40,"<=50K"
39,"Private",13,"Married","Service","White","Male",50,"<=50K"
24,"Private",13,"Single","OfficeLabour","White","Male",40,"<=50K"
40,"Government",14,"Single","OfficeLabour","White","Female",35,"<=50K"
46,"Private",14,"Married","OfficeLabour","White","Male",70,">50K"
35,"Government",10,"Married","Service","Black","Male",40,">50K"
43,"Private",9,"Married","OfficeLabour","White","Female",40,">50K"
31,"Private",9,"Separated","ManualLabour","White","Male",40,"<=50K"
22,"Private",10,"Single","OfficeLabour","White","Female",25,"<=50K"
35,"Private",10,"Single","Service","White","Male",30,"<=50K"
35,"Private",9,"Separated","ManualLabour","White","Male",50,"<=50K"
35,"Government",10,"Divorced","Service","White","Female",40,"<=50K"
40,"Private",15,"Married","Professional","White","Male",40,">50K"
50,"Private",14,"Single","Professional","White","Female",40,"<=50K"
48,"SelfEmployed",15,"Divorced","Professional","White","Male",63,">50K"
46,"Private",9,"Divorced","OfficeLabour","White","Female",40,"<=50K"
36,"Private",9,"Divorced","ManualLabour","White","Female",38,"<=50K"
37,"Government",13,"Married","Professional","White","Male",36,">50K"
24,"Private",5,"Married","Sales","White","Male",45,"<=50K"
47,"Government",13,"Separated","Professional","White","Female",70,"<=50K"
35,"SelfEmployed",9,"Divorced","ManualLabour","White","Male",50,"<=50K"
43,"Private",13,"Married","OfficeLabour","Asian-Pac-Islander","Male",40,"<=50K"
18,"Government",7,"Single","Service","White","Male",20,"<=50K"
54,"Private",9,"Married","Service","White","Male",50,"<=50K"
62,"Private",9,"Single","Service","Black","Female",38,"<=50K"
36,"Private",13,"Married","ManualLabour","White","Male",48,">50K"
27,"Private",5,"Married","ManualLabour","Amer-Indian-Eskimo","Male",40,"<=50K"
23,"Private",10,"Single","OfficeLabour","Asian-Pac-Islander","Male",14,"<=50K"
33,"SelfEmployed",3,"Married","ManualLabour","White","Male",50,">50K"
28,"Private",2,"Single","ManualLabour","White","Female",40,"<=50K"
22,"Private",9,"Single","OfficeLabour","White","Male",20,"<=50K"
31,"SelfEmployed",11,"Married","ManualLabour","White","Male",60,">50K"
26,"Private",13,"Single","Service","White","Male",30,"<=50K"
44,"Private",13,"Divorced","OfficeLabour","White","Male",50,">50K"
73,"Private",13,"Married","Professional","White","Male",30,"<=50K"
44,"Private",13,"Divorced","Sales","White","Female",35,"<=50K"
35,"Private",11,"Divorced","OfficeLabour","White","Male",45,"<=50K"
27,"Private",13,"Single","OfficeLabour","White","Female",40,"<=50K"
47,"Government",13,"Married","Service","Black","Male",50,">50K"
29,"Private",9,"Married","ManualLabour","White","Male",45,">50K"
33,"Private",10,"Married","Service","White","Female",26,"<=50K"
50,"Private",10,"Divorced","Service","White","Female",15,"<=50K"
32,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
41,"SelfEmployed",14,"Divorced","ManualLabour","White","Male",40,"<=50K"
45,"Private",9,"Married","Sales","White","Male",60,">50K"
65,"Private",9,"Widowed","OfficeLabour","White","Female",36,"<=50K"
42,"Government",10,"Separated","Service","White","Female",40,"<=50K"
33,"SelfEmployed",13,"Married","Professional","Black","Male",25,">50K"
32,"Private",13,"Married","Sales","White","Male",60,">50K"
42,"Private",10,"Married","Professional","White","Male",40,">50K"
49,"Private",10,"Separated","OfficeLabour","White","Female",45,">50K"
38,"Private",9,"Married","Service","White","Male",45,"<=50K"
38,"Private",10,"Married","OfficeLabour","White","Male",50,"<=50K"
37,"Private",10,"Married","ManualLabour","White","Male",52,"<=50K"
24,"Private",10,"Single","ManualLabour","White","Male",30,"<=50K"
27,"SelfEmployed",10,"Single","Sales","White","Male",50,"<=50K"
25,"Private",5,"Married","OfficeLabour","Asian-Pac-Islander","Female",40,"<=50K"
29,"Private",9,"Married","Sales","White","Male",50,"<=50K"
46,"Private",9,"Married","ManualLabour","White","Male",70,"<=50K"
44,"SelfEmployed",9,"Married","ManualLabour","White","Male",96,"<=50K"
26,"Private",13,"Single","Sales","Asian-Pac-Islander","Female",40,"<=50K"
46,"Government",12,"Married","Service","White","Male",49,">50K"
38,"Private",10,"Separated","OfficeLabour","White","Male",40,"<=50K"
38,"Private",10,"Married","ManualLabour","White","Male",40,"<=50K"
22,"Government",13,"Married","OfficeLabour","White","Male",20,"<=50K"
33,"Private",10,"Divorced","Sales","White","Male",40,"<=50K"
50,"Private",12,"Divorced","OfficeLabour","Asian-Pac-Islander","Male",40,"<=50K"
31,"Government",9,"Married","Service","White","Male",41,">50K"
26,"SelfEmployed",10,"Single","Professional","White","Female",4,"<=50K"
42,"Private",10,"Married","ManualLabour","White","Male",38,"<=50K"
27,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
34,"Private",14,"Married","Professional","White","Male",45,">50K"
64,"Private",9,"Married","Service","White","Male",40,"<=50K"
43,"Private",10,"Married","ManualLabour","White","Male",40,"<=50K"
39,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
47,"SelfEmployed",15,"Single","Professional","White","Male",40,">50K"
56,"Private",14,"Single","Professional","White","Male",66,"<=50K"
25,"Government",14,"Single","Professional","White","Male",20,"<=50K"
60,"Government",13,"Divorced","OfficeLabour","White","Female",35,"<=50K"
52,"Private",9,"Married","Sales","White","Male",44,"<=50K"
43,"Private",9,"Divorced","ManualLabour","White","Male",16,"<=50K"
46,"Private",13,"Single","OfficeLabour","Asian-Pac-Islander","Female",40,"<=50K"
19,"Private",10,"Single","OfficeLabour","White","Female",30,"<=50K"
56,"Private",4,"Single","ManualLabour","Black","Female",20,"<=50K"
22,"Private",13,"Single","Professional","White","Male",40,"<=50K"
39,"Private",3,"Separated","Sales","Black","Female",30,"<=50K"
28,"Private",10,"Divorced","Professional","White","Male",40,"<=50K"
31,"Private",13,"Married","Sales","White","Male",50,">50K"
22,"Private",9,"Single","Service","White","Female",35,"<=50K"
39,"Private",13,"Married","OfficeLabour","White","Male",40,">50K"
28,"SelfEmployed",7,"Single","ManualLabour","White","Male",40,"<=50K"
31,"Private",9,"Single","OfficeLabour","White","Female",35,"<=50K"
50,"Private",13,"Married","Sales","White","Male",40,"<=50K"
34,"Private",9,"Married","ManualLabour","White","Male",46,"<=50K"
48,"Private",9,"Married","OfficeLabour","White","Female",40,">50K"
51,"Private",13,"Divorced","OfficeLabour","White","Female",40,"<=50K"
54,"Private",9,"Married","Sales","White","Male",40,"<=50K"
44,"Private",11,"Divorced","ManualLabour","White","Male",40,"<=50K"
20,"Private",10,"Single","Sales","Black","Female",20,"<=50K"
37,"Private",9,"Married","Service","Black","Male",40,"<=50K"
38,"Private",10,"Married","Professional","White","Male",40,"<=50K"
59,"Government",12,"Married","ManualLabour","Black","Male",40,"<=50K"
59,"SelfEmployed",13,"Married","Professional","White","Male",50,"<=50K"
51,"Private",10,"Divorced","ManualLabour","White","Male",48,">50K"
29,"Private",10,"Married","Professional","White","Male",40,"<=50K"
37,"Private",10,"Single","ManualLabour","White","Female",40,"<=50K"
42,"Private",6,"Married","ManualLabour","White","Male",35,"<=50K"
28,"SelfEmployed",13,"Married","Professional","White","Male",50,">50K"
34,"Private",9,"Single","Sales","White","Female",40,"<=50K"
50,"SelfEmployed",13,"Married","OfficeLabour","White","Male",40,">50K"
22,"SelfEmployed",9,"Single","ManualLabour","White","Male",24,"<=50K"
27,"Private",9,"Single","Service","White","Female",52,"<=50K"
45,"Government",15,"Divorced","Professional","White","Female",43,"<=50K"
39,"Private",9,"Divorced","OfficeLabour","Black","Female",38,"<=50K"
25,"Government",13,"Single","Professional","White","Female",35,"<=50K"
24,"SelfEmployed",13,"Married","OfficeLabour","White","Male",40,">50K"
18,"Private",9,"Single","ManualLabour","White","Female",30,"<=50K"
23,"Private",8,"Single","Service","Black","Male",38,"<=50K"
20,"Private",3,"Single","Service","White","Male",40,"<=50K"
17,"SelfEmployed",6,"Single","Service","White","Female",24,"<=50K"
63,"SelfEmployed",13,"Married","ManualLabour","White","Male",40,">50K"
28,"Government",13,"Married","ManualLabour","White","Male",65,">50K"
51,"Government",13,"Married","Professional","White","Male",50,">50K"
29,"Private",13,"Single","Sales","White","Female",45,"<=50K"
64,"Private",10,"Widowed","OfficeLabour","White","Female",12,"<=50K"
17,"Private",6,"Single","Service","White","Male",25,"<=50K"
45,"Government",10,"Divorced","OfficeLabour","Black","Female",35,"<=50K"
18,"Private",8,"Single","Service","Black","Male",20,"<=50K"
31,"Government",9,"Single","OfficeLabour","White","Female",40,"<=50K"
48,"SelfEmployed",13,"Married","Sales","White","Male",50,">50K"
41,"Private",10,"Single","Professional","White","Female",45,"<=50K"
65,"Private",15,"Married","Professional","White","Male",60,">50K"
27,"Private",11,"Divorced","ManualLabour","White","Male",40,"<=50K"
39,"Private",11,"Married","OfficeLabour","White","Male",40,"<=50K"
51,"SelfEmployed",10,"Divorced","ManualLabour","White","Male",8,">50K"
49,"Private",14,"Married","OfficeLabour","White","Male",45,">50K"
36,"Private",13,"Married","Sales","White","Male",45,">50K"
25,"Private",9,"Single","ManualLabour","Black","Female",40,"<=50K"
41,"Private",10,"Divorced","OfficeLabour","Black","Female",37,"<=50K"
31,"Private",5,"Divorced","OfficeLabour","White","Female",40,"<=50K"
63,"Private",7,"Married","Service","White","Male",37,">50K"
50,"Government",13,"Divorced","OfficeLabour","White","Female",40,"<=50K"
63,"Private",10,"Divorced","Service","White","Male",40,"<=50K"
44,"SelfEmployed",14,"Single","ManualLabour","White","Male",99,"<=50K"
48,"Private",9,"Divorced","ManualLabour","White","Male",65,"<=50K"
51,"SelfEmployed",10,"Married","Sales","White","Male",50,"<=50K"
18,"Private",9,"Single","OfficeLabour","White","Female",15,"<=50K"
23,"Private",10,"Single","Service","White","Male",25,"<=50K"
